NDVI,EVI,RGVI,NDBI,DVI,IPVI,SAVI,MSAVI,NDWI,LSWI,NDVI_var,EVI_var,RGVI_var,NDBI_var,DVI_var,IPVI_var,SAVI_var,MSAVI_var,NDWI_var,LSWI_var
0.42207359341322326,0.11843704427828797,1.068069713465141,-0.14080393611187783,525.5959595959595,0.647892871153293,0.22297347693426878,0.6995796317290062,0.6995796317290062,1.0,0.043043633786303825,0.004908501101821998,0.0008122749239566441,0.007725078338150854,794706.0410162229,0.013995234996227875,0.012738004653237604,0.009113722477182675,0.009113722477182675,0.0
0.3607867601760918,0.10229432829844043,1.089307618701921,-0.3229606185212927,676.0,0.6309941617055009,0.217042952965386,0.700634918310097,0.700634918310097,1.0,0.022544071220439794,0.0026182908454982085,0.0006240903297121994,0.08354025037117843,1165697.9775533108,0.012156864336374655,0.010415898370893711,0.008597812635018152,0.008597812635018152,0.0
0.37038952855411356,0.10223540461829504,1.0783773268166887,-0.15928507466561356,420.96969696969694,0.6230164441034098,0.19499617661723387,0.6802179066764282,0.6802179066764282,1.0,0.042898666138689534,0.0038398923155937756,0.0005523140423233392,0.03047195193347282,599909.971023365,0.012278657992647843,0.008857750329592245,0.006529965264346575,0.006529965264346575,0.0
0.4217874190052037,0.1272166538755365,1.0778794043880173,-0.19530701308887913,532.780303030303,0.6254284048636755,0.22550468906053284,0.6935290446129545,0.6935290446129545,1.0,0.05702593105883924,0.007039433084461649,0.0016547948049914002,0.023443852665082216,869672.3488292013,0.01829308659053685,0.019127573538837105,0.01310804404387905,0.01310804404387905,0.0
0.2344207283929087,0.05435835485477581,1.1199281028791377,-0.2286679560219029,243.3863636363636,0.6027469724283453,0.13767269503421303,0.6425044581274904,0.6425044581274904,1.0,0.007976484553260227,0.0006962267854958737,0.0009655598231595088,0.0955525878102219,136544.8803948577,0.004965668314851716,0.004071494288993963,0.004288714325076835,0.004288714325076835,0.0
0.36828475545710043,0.09683860927233123,1.088833217478465,-0.30106044053711045,583.3030303030303,0.6455788118476894,0.20750129049520383,0.6940274091030469,0.6940274091030469,1.0,0.025543123802672357,0.002443202183893032,0.0009061987448362358,0.08778235104223343,916148.4446485058,0.010881638465173296,0.009374627648491915,0.007807478861773463,0.007807478861773463,0.0
0.5769158242791208,0.2380209355292687,1.0609232656467074,-0.3120057663069278,799.9191919191921,0.685697529862789,0.32885948674397225,0.7613947854272998,0.7613947854272998,1.0,0.06036482296876264,0.022246360747563976,0.0026206427410156393,0.05260061629356614,1611959.4973982251,0.024779181898952115,0.034114764971234196,0.01887830305091509,0.01887830305091509,0.0
0.6210953681259929,0.2783685406067071,1.0422170652226765,-0.18442860289665744,1026.9797979797981,0.6820438003096477,0.35183090215276,0.7707111423635549,0.7707111423635549,1.0,0.06105317674834482,0.02864010099760709,0.0010302312082003135,0.03192372990210658,2504761.346393225,0.02830806897827663,0.03623887866584562,0.01887295089871759,0.01887295089871759,0.0
0.4577109231249771,0.17430179201642823,1.0776048705646544,-0.27638258887843525,573.8484848484849,0.6394302595791082,0.2623288265290175,0.7116679451450139,0.7116679451450139,1.0,0.07130939476552663,0.013865928729249775,0.0017297791922664147,0.05676653581818863,1263086.6695235176,0.023308190024228764,0.02723765132748473,0.015916659554723454,0.015916659554723454,0.0
0.45199716451470684,0.16672854772963944,1.0830869257561861,-0.27971021149715947,562.0909090909091,0.6425506150683372,0.2592404375535801,0.7124008949358365,0.7124008949358365,1.0,0.06424164594874736,0.012100180478837869,0.0019676543735738113,0.07755520967717754,1140741.1899678605,0.02120174423976315,0.024936567061891173,0.014884979420300103,0.014884979420300103,0.0
0.46050113471083837,0.13433842217595204,1.0681247656638868,-0.18207693343239684,519.8484848484849,0.6596599942876021,0.23372599501425403,0.7021709814064674,0.7021709814064674,1.0,0.049410419524633827,0.007924002632275372,0.001688172238370775,0.044372383026855644,959338.77376033,0.017702683152116296,0.019128569979389064,0.012740992921238417,0.012740992921238417,0.0
0.408047586004812,0.12142567811145655,1.0716296520501398,-0.15495889786730996,634.4747474747473,0.6639668334813883,0.23482799279997107,0.7105729503024496,0.7105729503024496,1.0,0.027418580626040207,0.0036705504338812134,0.0001890501259692966,0.041089130582566136,944164.9654116924,0.014303388479084819,0.012424717891260728,0.009600173872193345,0.009600173872193345,0.0
0.2668682042844551,0.054167921578104995,1.0848560030084522,-0.25281109385025374,350.73484848484856,0.6222419244187866,0.13083159600605998,0.630021949880918,0.630021949880918,1.0,0.009545220767489293,0.0013159055031884725,0.0004567877158170347,0.06219483722904473,302275.73209366394,0.013643210621067848,0.005118704089272839,0.004055190362012516,0.004055190362012516,0.0
0.37269755096258084,0.10001672626696836,1.0856844592045252,-0.31977275693585955,607.2727272727271,0.6303808669265514,0.21248669189109076,0.6983543163600696,0.6983543163600696,1.0,0.027045304938688956,0.0026216567091463952,0.0007878547100117432,0.08140973875742993,1018391.0581955921,0.010790874774879554,0.009693041758336029,0.007999072248583886,0.007999072248583886,0.0
0.4821917338867931,0.1857586842414094,1.0626058781285177,-0.24824145115522134,604.1717171717171,0.6309158776661069,0.27780269824436493,0.7261230794060272,0.7261230794060272,1.0,0.06912042863610766,0.01536835757137629,0.0010900422194567306,0.042224799765819505,1211839.5990205081,0.021114355601859213,0.028264321332131425,0.01597071340662971,0.01597071340662971,0.0
0.5163440993085033,0.19835456293463377,1.0496123433091198,-0.08874522323407537,667.6060606060606,0.6681976627904135,0.29534046575542505,0.7413223306395476,0.7413223306395476,1.0,0.05804609145179665,0.016075490244510028,0.0004341613731624078,0.02105201434402335,1142762.5821854912,0.020360624302318622,0.028258581436273054,0.01616895756992475,0.01616895756992475,0.0
0.26699474233291315,0.06883698757921061,1.1191416190977428,-0.2937993361947772,461.16666666666674,0.6238056810944145,0.16859580632728727,0.6704036789683627,0.6704036789683627,1.0,0.006173704055652633,0.001088767497202369,0.0005298348742845397,0.07032910171072337,318791.11489898985,0.007135566108029037,0.006348130118735634,0.006261401145432212,0.006261401145432212,0.0
0.3927073391827817,0.11583996952188946,1.0931192480586533,-0.2720181248523978,404.06818181818176,0.6161833893428684,0.21269552427162292,0.6868034284260365,0.6868034284260365,1.0,0.05360286822985352,0.0060879181699581624,0.002234983796970929,0.04742374140878613,612415.050275482,0.01571528651369959,0.017537643107035955,0.012052619912246109,0.012052619912246109,0.0
0.3958933176846788,0.11462426077721194,1.0755905174947171,-0.20168860305019734,650.280303030303,0.6622339529232008,0.22850518119644675,0.7076496202127014,0.7076496202127014,1.0,0.0231401314358595,0.0031780119236743463,0.00017906601718619796,0.08435406102980621,1004394.8589302115,0.012497485382618523,0.011515885513918639,0.00916798086704404,0.00916798086704404,0.0
0.5252490622384476,0.18407786247827584,1.0481110934862703,-0.18577190827993126,686.0202020202021,0.6860618208446414,0.3112360163281218,0.7649620695274052,0.7649620695274052,1.0,0.03606046148727595,0.008953512820912462,0.0003026665404026869,0.006829498623133874,864423.1802877258,0.014993662313180308,0.020358483389667646,0.014207322777341479,0.014207322777341479,0.0
0.37930760209457454,0.11169310858036202,1.07916633077168,-0.27554034732670696,697.4949494949495,0.6595315075402046,0.23514432914742406,0.7170225189876561,0.7170225189876561,1.0,0.013922536430941906,0.0027559157238113384,0.0001865639819190628,0.06833659056727076,865261.8594021018,0.011735166209563585,0.011559426041428978,0.009712341720657451,0.009712341720657451,0.0
0.3852674102865687,0.10916918357759334,1.0772400925546068,-0.18925263193475605,621.6262626262626,0.6571373986704624,0.22086529337499122,0.7021527221769915,0.7021527221769915,1.0,0.022584669177712357,0.0028967152916862552,0.00017961174038287422,0.08793103146866116,941669.5224977044,0.012284570711182123,0.010787060876698463,0.00873539604539189,0.00873539604539189,0.0
0.3271444651678344,0.09065881707594643,1.0926114639428184,-0.29517123134068274,600.6060606060607,0.6324477579418797,0.20255604996256732,0.6915482091820824,0.6915482091820824,1.0,0.015071021155869302,0.0018669610255536723,0.0005180745188009556,0.07857923132375269,765778.6136108562,0.011913758989450105,0.008830023364338312,0.0077260707605433234,0.0077260707605433234,0.0
0.10360071435325101,0.02890590178188709,1.1970520154620945,-0.4148815550854677,352.11111111111114,0.5968272192668659,0.07470776993401967,0.578362743319246,0.578362743319246,1.0,0.0049334881419789735,0.0021840979267141337,0.0033354803239029466,0.10283834407337167,342455.7485970819,0.011902621335489161,0.009089568655665686,0.006972193833512769,0.006972193833512769,0.0
0.32596351400953705,0.08232207272759957,1.086651118433815,-0.28840373280855774,417.7424242424242,0.6062751971682127,0.15990061201143296,0.6475087922765368,0.6475087922765368,1.0,0.04041400222541622,0.0028025745388037975,0.0008062714240124593,0.030266235519312314,649590.6988062443,0.013241629755401326,0.007247616144678453,0.0051681184786228195,0.0051681184786228195,0.0
0.42237966206185534,0.13074920370769455,1.0659132000391904,-0.100081241000638,599.7878787878789,0.6200853272265634,0.23834076178305696,0.7069891324956539,0.7069891324956539,1.0,0.04388171384722985,0.006731150076643623,0.0005163623413147743,0.034904392375860786,1046466.0661157026,0.01453865666012776,0.01856531999891184,0.012395008644252959,0.012395008644252959,0.0
0.2932031031653137,0.07185228749829807,1.1092411912021845,-0.4279519457883706,302.0707070707071,0.5753652226124985,0.13287752736867842,0.6210352845985039,0.6210352845985039,1.0,0.046678129481111386,0.0030787142382592138,0.0012346183529723103,0.08969213593029417,535423.4057749207,0.013168842833298356,0.007269245333845354,0.004751963639944684,0.004751963639944684,0.0
0.4565712701523745,0.16633391182881607,1.0859653433869727,-0.30617564452010565,477.90909090909093,0.6355277643140415,0.25921159635554214,0.7148895508672561,0.7148895508672561,1.0,0.06454912804825708,0.012547029397676383,0.0022767176529188663,0.046716724559334545,801716.84134272,0.02087415989365099,0.026395951253807743,0.015923599487354008,0.015923599487354008,0.0
0.18893167528757165,0.04125796001207611,1.0953072085759634,-0.17430065346831677,331.83333333333337,0.6184780379348979,0.10627649175819254,0.6115571089979985,0.6115571089979985,1.0,0.0036215950542317957,0.0016943704418100197,0.001081240487934749,0.06067011982027253,278774.1426767677,0.012215052310775118,0.005895065724095617,0.004324184196502231,0.004324184196502231,0.0
0.29573349940010946,0.07032907954093451,1.0911847846137188,-0.1689340910924659,321.1313131313131,0.5909724967910905,0.14408680125335996,0.634510943489758,0.634510943489758,1.0,0.038094070037630906,0.002181229593732869,0.0008757108917428982,0.030765616904607062,406580.97826752363,0.011651629918827847,0.006671886432458381,0.005018760331629004,0.005018760331629004,0.0
0.4745530509606439,0.17842706602222375,1.0622955399403915,-0.3394599850467526,603.6262626262625,0.6555060807404928,0.2753266314540126,0.7245994407010088,0.7245994407010088,1.0,0.06287154034054439,0.012984496162692354,0.0009002525031375756,0.02904498010687008,1237973.4416896238,0.0224035627796529,0.02531242981763157,0.015002243447724311,0.015002243447724311,0.0
0.28674786970088567,0.07047689444880473,1.1006861390488114,-0.21320979720713962,314.66666666666663,0.5954094973141427,0.13882107132966118,0.6276961241480172,0.6276961241480172,1.0,0.04270790228444852,0.002479759679493914,0.001386024949051488,0.07371752244796027,460754.02244668914,0.013787740284829037,0.006889778244457063,0.0050017547896089075,0.0050017547896089075,0.0
0.4635270386506511,0.17253020098750135,1.0879849849026066,-0.293112551286498,583.4772727272727,0.6365613989045263,0.262847612030185,0.7141438948927525,0.7141438948927525,1.0,0.06878126314348337,0.013798519807175072,0.002856066644107553,0.06556551930583164,1263095.9319329662,0.02248032837388568,0.028379775653326413,0.01676811207564501,0.01676811207564501,0.0
0.4774885582180416,0.1726631950451562,1.0524367830628882,-0.11313969839472846,690.2525252525252,0.62924974693152,0.2712329157839271,0.7246622707384811,0.7246622707384811,1.0,0.0628519372012719,0.012637615453900497,0.0004205872394193357,0.05557290059243094,1600468.850933578,0.019855534820549366,0.025734947188425145,0.015192842522313498,0.015192842522313498,0.0
0.29815515822959776,0.07382759138752734,1.1141376999857708,-0.41272846931643137,312.9772727272727,0.5806404034358765,0.1350664204109052,0.6229044948354902,0.6229044948354902,1.0,0.04584622207659037,0.00313133834617606,0.0015673727119611249,0.08805005456583662,572432.0922865014,0.013242534553139996,0.0069502534594346075,0.0044166670529353245,0.0044166670529353245,0.0
0.3375227932022389,0.09362664952654734,1.0883641626835225,-0.17585446565103574,527.2727272727273,0.6227178415087274,0.1925693662000798,0.6782915718278422,0.6782915718278422,1.0,0.024285078860598455,0.0021831107958781805,0.0005497775527591118,0.05695566780398969,759287.7247219671,0.016772725148321493,0.0085612564718964,0.007104274808751686,0.007104274808751686,0.0
0.39911412132289453,0.11146488692956533,1.0705520086841507,-0.06775758230859764,502.57575757575773,0.6425518379125658,0.2175584517586356,0.6974609574697572,0.6974609574697572,1.0,0.03738524882461705,0.0041073892121743566,0.00037231484154934784,0.018585031868306002,671074.6078971534,0.01231380103937154,0.01210305479173351,0.00900289206243399,0.00900289206243399,0.0
0.300835277639505,0.07644270928318657,1.0865162514885112,-0.25431394941273544,455.78030303030306,0.6074020142064208,0.17972115812575595,0.6754002487348238,0.6754002487348238,1.0,0.01564601205829237,0.0014957496659003722,0.00047372894216807736,0.0805468833026579,488375.7452938477,0.0077547970477509914,0.00721584281330736,0.006626164835561279,0.006626164835561279,0.0
0.3442073679343389,0.08661481485511247,1.0737666766291043,-0.10674153772586985,416.5050505050505,0.6240363202186558,0.17103154442632484,0.6595278758308126,0.6595278758308126,1.0,0.037479732731748656,0.0029170618571416683,0.0004885744960824078,0.048589813264301555,664887.0423426181,0.012693190291456933,0.007685101676207563,0.005680931249877236,0.005680931249877236,0.0
